"172","123","234","Front-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","5","5 Speed Automatic","21","Gasoline","30","Automatic transmission","2011 Volvo S40 T5","Volvo","2011 Volvo S40","2011","227","236"
"190","123","234","All-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","6","6 Speed Manual","20","Gasoline","27","Manual transmission","2010 Volvo S40 R-Design AWD","Volvo","2010 Volvo S40","2010","227","236"
"177","169","234","Front-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","5","5 Speed Automatic","21","Gasoline","30","Automatic transmission","2011 Volvo V50 T5","Volvo","2011 Volvo V50","2011","227","236"
"193","169","234","All-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","6","6 Speed Manual","20","Gasoline","26","Manual transmission","2010 Volvo V50 R-Design","Volvo","2010 Volvo V50","2010","227","236"
"177","169","234","Front-wheel drive","Volvo 2.4L 5 Cylinder 168 hp 166 ft-lbs","True","5","5 Speed Automatic Select Shift","20","Gasoline","31","Automatic transmission","2010 Volvo V50 2.4i","Volvo","2010 Volvo V50","2010","168","170"
"247","200","105","Front-wheel drive","Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs","True","6","6 Speed Automatic","16","Gasoline","22","Automatic transmission","2011 Volvo XC90 3.2","Volvo","2011 Volvo XC90","2011","240","236"
"247","200","105","All-wheel drive","Volvo 4.4L 8 Cylinder 311 hp 325 ft-lbs","True","6","6 Speed Automatic","14","Gasoline","21","Automatic transmission","2011 Volvo XC90 V8","Volvo","2011 Volvo XC90","2011","311","325"
"247","200","105","Front-wheel drive","Volvo 3.2L 6 Cylinder 235 hp 236 ft-lbs","True","6","6 Speed Automatic","15","Gasoline","22","Automatic transmission","2010 Volvo XC90 3.2","Volvo","2010 Volvo XC90","2010","235","236"
"247","200","105","All-wheel drive","Volvo 4.4L 8 Cylinder 311 hp 325 ft-lbs","True","6","6 Speed Automatic","13","Gasoline","19","Automatic transmission","2010 Volvo XC90 V8","Volvo","2010 Volvo XC90","2010","311","325"
"143","196","203","Front-wheel drive","Audi 2.0L 4 cylinder 200 hp 207 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","30","Manual transmission","2012 Audi A3 2.0 T","Audi","2012 Audi A3","2012","200","207"
"143","196","203","Front-wheel drive","Audi 2.0L 4 cylinder 200 hp 207 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","30","Manual transmission","2011 Audi A3 2.0 T","Audi","2011 Audi A3","2011","200","207"
"143","196","203","Front-wheel drive","Audi 2.0L 4 cylinder 200 hp 207 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","30","Manual transmission","2010 Audi A3 2.0 T","Audi","2010 Audi A3","2010","200","207"
"147","95","248","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","31","Manual transmission","2012 Audi A4 Sedan 2.0 T Quattro","Audi","2012 Audi A4 Sedan","2012","211","258"
"147","95","248","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","8","8 Speed Automatic Select Shift","21","Gasoline","29","Automatic transmission","2012 Audi A4 Sedan 2.0 T Quattro AT","Audi","2012 Audi A4 Sedan","2012","211","258"
"147","95","214","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","31","Manual transmission","2011 Audi A4 Sedan 2.0 T Quattro","Audi","2011 Audi A4 Sedan","2011","211","258"
"147","95","214","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","8","8 Speed Automatic Select Shift","21","Gasoline","29","Automatic transmission","2011 Audi A4 Sedan 2.0 T Quattro AT","Audi","2011 Audi A4 Sedan","2011","211","258"
"193","57","186","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","29","Gasoline","38","Manual transmission","2012 Ford Fiesta S Sedan","Ford","2012 Ford Fiesta Sedan","2012","120","112"
"193","57","186","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","29","Gasoline","38","Manual transmission","2012 Ford Fiesta SE Sedan","Ford","2012 Ford Fiesta Sedan","2012","120","112"
"193","57","186","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","29","Gasoline","38","Manual transmission","2012 Ford Fiesta SEL Sedan","Ford","2012 Ford Fiesta Sedan","2012","120","112"
"193","57","160","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","38","Gasoline","37","Manual transmission","2011 Ford Fiesta Sedan S","Ford","2011 Ford Fiesta Sedan","2011","120","112"
"193","57","160","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","28","Gasoline","37","Manual transmission","2011 Ford Fiesta Sedan SE","Ford","2011 Ford Fiesta Sedan","2011","120","112"
"193","57","160","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","28","Gasoline","37","Manual transmission","2011 Ford Fiesta Sedan SEL","Ford","2011 Ford Fiesta Sedan","2011","120","112"
"167","168","247","Front-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","5","5 Speed Automatic","21","Gasoline","30","Automatic transmission","2011 Volvo C30 R-Design AT","Volvo","2011 Volvo C30","2011","227","236"
"167","168","247","Front-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","29","Manual transmission","2011 Volvo C30 R-Design","Volvo","2011 Volvo C30","2011","227","236"
"167","155","247","Front-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","5","5 Speed Automatic","21","Gasoline","30","Automatic transmission","2010 Volvo C30 R-Design AT","Volvo","2010 Volvo C30","2010","227","236"
"167","155","247","Front-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","29","Manual transmission","2010 Volvo C30 R-Design","Volvo","2010 Volvo C30","2010","227","236"
"172","123","234","Front-wheel drive","Volvo 2.4L 5 Cylinder 168 hp 166 ft-lbs","True","5","5 Speed Automatic","21","Gasoline","29","Automatic transmission","2010 Volvo S40 2.4i AT","Volvo","2010 Volvo S40","2010","168","170"
"190","123","234","All-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","5","5 Speed Automatic","20","Gasoline","27","Automatic transmission","2010 Volvo S40 R-Design AT AWD","Volvo","2010 Volvo S40","2010","227","236"
"156","95","248","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","8","8 Speed Automatic Select Shift","21","Gasoline","29","Automatic transmission","2012 Audi A4 Avant 2.0 T","Audi","2012 Audi A4 Avant","2012","211","258"
"156","95","214","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","8","8 Speed Automatic Select Shift","21","Gasoline","29","Automatic transmission","2011 Audi A4 Avant 2.0 T","Audi","2011 Audi A4 Avant","2011","211","258"
"193","226","186","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","29","Gasoline","38","Manual transmission","2012 Ford Fiesta SE Hatchback","Ford","2012 Ford Fiesta Hatchback","2012","120","112"
"193","226","186","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","29","Gasoline","38","Manual transmission","2012 Ford Fiesta SES Hatchback","Ford","2012 Ford Fiesta Hatchback","2012","120","112"
"193","226","160","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","28","Gasoline","37","Manual transmission","2011 Ford Fiesta Hatchback SE","Ford","2011 Ford Fiesta Hatchback","2011","120","112"
"193","226","160","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","28","Gasoline","37","Manual transmission","2011 Ford Fiesta Hatchback SES","Ford","2011 Ford Fiesta Hatchback","2011","120","112"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","5","5 Speed Manual","25","Gasoline","35","Manual transmission","2011 Ford Focus Sedan S","Ford","2011 Ford Focus Sedan","2011","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","4","4 Speed Automatic","25","Gasoline","34","Automatic transmission","2011 Ford Focus Sedan S AT","Ford","2011 Ford Focus Sedan","2011","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","5","5 Speed Manual","25","Gasoline","35","Manual transmission","2011 Ford Focus Sedan SE","Ford","2011 Ford Focus Sedan","2011","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","4","4 Speed Automatic","25","Gasoline","34","Automatic transmission","2011 Ford Focus Sedan SE AT","Ford","2011 Ford Focus Sedan","2011","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","5","5 Speed Manual","25","Gasoline","35","Manual transmission","2011 Ford Focus Sedan SES","Ford","2011 Ford Focus Sedan","2011","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","4","4 Speed Automatic","25","Gasoline","34","Automatic transmission","2011 Ford Focus Sedan SES AT","Ford","2011 Ford Focus Sedan","2011","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","4","4 Speed Automatic","25","Gasoline","34","Automatic transmission","2011 Ford Focus Sedan SEL","Ford","2011 Ford Focus Sedan","2011","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","5","5 Speed Manual","24","Gasoline","35","Manual transmission","2010 Ford Focus Sedan S","Ford","2010 Ford Focus Sedan","2010","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","4","4 Speed Automatic","24","Gasoline","34","Automatic transmission","2010 Ford Focus Sedan S AT","Ford","2010 Ford Focus Sedan","2010","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","5","5 Speed Manual","24","Gasoline","35","Manual transmission","2010 Ford Focus Sedan SE","Ford","2010 Ford Focus Sedan","2010","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","4","4 Speed Automatic","24","Gasoline","34","Automatic transmission","2010 Ford Focus Sedan SE AT","Ford","2010 Ford Focus Sedan","2010","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","5","5 Speed Manual","24","Gasoline","35","Manual transmission","2010 Ford Focus Sedan SES","Ford","2010 Ford Focus Sedan","2010","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","4","4 Speed Automatic","24","Gasoline","34","Automatic transmission","2010 Ford Focus Sedan SES AT","Ford","2010 Ford Focus Sedan","2010","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","5","5 Speed Manual","24","Gasoline","35","Manual transmission","2010 Ford Focus Sedan SEL","Ford","2010 Ford Focus Sedan","2010","140","136"
"208","93","186","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","4","4 Speed Automatic","24","Gasoline","34","Automatic transmission","2010 Ford Focus Sedan SEL AT","Ford","2010 Ford Focus Sedan","2010","140","136"
"247","200","105","Front-wheel drive","Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs","True","6","6 Speed Automatic Select Shift","16","Gasoline","23","Automatic transmission","2012 Volvo XC90 3.2","Volvo","2012 Volvo XC90","2012","240","236"
"247","200","105","Front-wheel drive","Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs","True","6","6 Speed Automatic Select Shift","16","Gasoline","23","Automatic transmission","2012 Volvo XC90 3.2 R-Design","Volvo","2012 Volvo XC90","2012","240","236"
"247","200","105","Front-wheel drive","Volvo 3.2L 6 Cylinder 235 hp 236 ft-lbs","True","6","6 Speed Automatic","15","Gasoline","22","Automatic transmission","2010 Volvo XC90 R-Design","Volvo","2010 Volvo XC90","2010","235","236"
"247","200","105","Front-wheel drive","Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs","True","6","6 Speed Automatic","16","Gasoline","22","Automatic transmission","2011 Volvo XC90 R-Design","Volvo","2011 Volvo XC90","2011","240","236"
"193","169","234","All-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","5","5 Speed Automatic","20","Gasoline","26","Automatic transmission","2010 Volvo V50 R-Design AT","Volvo","2010 Volvo V50","2010","227","236"
"218","169","234","Front-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","5","5 Speed Automatic","21","Gasoline","30","Automatic transmission","2011 Volvo V50 R-Design","Volvo","2011 Volvo V50","2011","227","236"
"208","93","188","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","5","5 Speed Manual","24","Gasoline","35","Manual transmission","2010 Ford Focus Coupe SE","Ford","2010 Ford Focus Coupe","2010","140","136"
"208","93","188","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","4","4 Speed Automatic","24","Gasoline","34","Automatic transmission","2010 Ford Focus Coupe SE AT","Ford","2010 Ford Focus Coupe","2010","140","136"
"208","93","188","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","5","5 Speed Manual","24","Gasoline","35","Manual transmission","2010 Ford Focus Coupe SES","Ford","2010 Ford Focus Coupe","2010","140","136"
"208","93","188","Front-wheel drive","Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","4","4 Speed Automatic","24","Gasoline","34","Automatic transmission","2010 Ford Focus Coupe SES AT","Ford","2010 Ford Focus Coupe","2010","140","136"
"210","34","107","Rear-wheel drive","Bentley 6.8L 8 cylinder 500hp 738 ft-lbs Turbo","True","6","6 Speed Automatic","9","Gasoline","15","Automatic transmission","2010 Bentley Azure T","Bentley","2010 Bentley Azure T","2010","500","738"
"186","220","227","Front-wheel drive","Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.","True","5","5 Speed Manual","28","Gasoline","35","Manual transmission","2011 Toyota Corolla","Toyota","2011 Toyota Corolla","2011","132","128"
"186","220","227","Front-wheel drive","Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.","True","4","4 Speed Automatic Select Shift","26","Gasoline","34","Automatic transmission","2011 Toyota Corolla AT","Toyota","2011 Toyota Corolla","2011","132","128"
"186","220","227","Front-wheel drive","Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.","True","4","4 Speed Automatic Select Shift","26","Gasoline","34","Automatic transmission","2011 Toyota Corolla LE","Toyota","2011 Toyota Corolla","2011","132","128"
"186","202","227","Front-wheel drive","Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.","True","5","5 Speed Manual","28","Gasoline","35","Manual transmission","2011 Toyota Corolla S","Toyota","2011 Toyota Corolla","2011","132","128"
"186","202","227","Front-wheel drive","Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.","True","4","4 Speed Automatic Select Shift","26","Gasoline","34","Automatic transmission","2011 Toyota Corolla S AT","Toyota","2011 Toyota Corolla","2011","132","128"
"172","19","242","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","5","5 Speed Manual","23","Gasoline","33","Manual transmission","2011 Volkswagen Jetta SEL PZEV","Volkswagen","2011 Volkswagen Jetta","2011","170","177"
"172","19","242","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","24","Gasoline","31","Automatic transmission","2011 Volkswagen Jetta SE PZEV AT","Volkswagen","2011 Volkswagen Jetta","2011","170","177"
"172","19","242","Front-wheel drive","Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","29","Automatic transmission","2011 Volkswagen Jetta AT","Volkswagen","2011 Volkswagen Jetta","2011","115","125"
"172","19","242","Front-wheel drive","Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","29","Automatic transmission","2011 Volkswagen Jetta S AT","Volkswagen","2011 Volkswagen Jetta","2011","115","125"
"172","19","242","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","24","Gasoline","31","Automatic transmission","2011 Volkswagen Jetta SE AT","Volkswagen","2011 Volkswagen Jetta","2011","170","177"
"172","19","242","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","24","Gasoline","31","Automatic transmission","2011 Volkswagen Jetta SEL PZEV AT","Volkswagen","2011 Volkswagen Jetta","2011","170","177"
"172","19","242","Front-wheel drive","Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs","True","5","5 Speed Manual","24","Gasoline","34","Manual transmission","2011 Volkswagen Jetta","Volkswagen","2011 Volkswagen Jetta","2011","115","125"
"172","19","242","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","24","Gasoline","31","Automatic transmission","2011 Volkswagen Jetta SEL AT","Volkswagen","2011 Volkswagen Jetta","2011","170","177"
"172","19","242","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","5","5 Speed Manual","23","Gasoline","33","Manual transmission","2011 Volkswagen Jetta SE","Volkswagen","2011 Volkswagen Jetta","2011","170","177"
"172","19","242","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","5","5 Speed Manual","23","Gasoline","33","Manual transmission","2011 Volkswagen Jetta SEL","Volkswagen","2011 Volkswagen Jetta","2011","170","177"
"172","19","242","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","5","5 Speed Manual","23","Gasoline","33","Manual transmission","2011 Volkswagen Jetta SE PZEV","Volkswagen","2011 Volkswagen Jetta","2011","170","177"
"172","19","242","Front-wheel drive","Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs","True","5","5 Speed Manual","24","Gasoline","34","Manual transmission","2011 Volkswagen Jetta S","Volkswagen","2011 Volkswagen Jetta","2011","115","125"
"186","187","224","Front-wheel drive","Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.","True","5","5 Speed Manual","26","Gasoline","35","Manual transmission","2010 Toyota Corolla","Toyota","2010 Toyota Corolla","2010","132","128"
"186","187","224","Front-wheel drive","Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.","True","4","4 Speed Automatic","26","Gasoline","34","Automatic transmission","2010 Toyota Corolla AT","Toyota","2010 Toyota Corolla","2010","132","128"
"186","187","224","Front-wheel drive","Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.","True","5","5 Speed Manual","26","Gasoline","35","Manual transmission","2010 Toyota Corolla S","Toyota","2010 Toyota Corolla","2010","132","128"
"186","187","224","Front-wheel drive","Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.","True","4","4 Speed Automatic","26","Gasoline","34","Automatic transmission","2010 Toyota Corolla S AT","Toyota","2010 Toyota Corolla","2010","132","128"
"186","187","224","Front-wheel drive","Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.","True","4","4 Speed Automatic","26","Gasoline","34","Automatic transmission","2010 Toyota Corolla LE","Toyota","2010 Toyota Corolla","2010","132","128"
"186","187","224","Front-wheel drive","Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.","True","4","4 Speed Automatic","26","Gasoline","34","Automatic transmission","2010 Toyota Corolla XLE","Toyota","2010 Toyota Corolla","2010","132","128"
"186","187","224","Front-wheel drive","Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.","True","5","5 Speed Manual","22","Gasoline","30","Manual transmission","2010 Toyota Corolla XRS","Toyota","2010 Toyota Corolla","2010","158","162"
"186","187","224","Front-wheel drive","Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.","True","5","5 Speed Automatic Select Shift","22","Gasoline","30","Automatic transmission","2010 Toyota Corolla XRS AT","Toyota","2010 Toyota Corolla","2010","158","162"
"179","63","237","All-wheel drive","Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","26","Automatic transmission","2011 Audi A6 Sedan 3.0 T","Audi","2011 Audi A6 Sedan","2011","300","310"
"177","202","244","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","30","Automatic transmission","2010 Volkswagen Jetta SE AT","Volkswagen","2010 Volkswagen Jetta","2010","170","177"
"177","202","244","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","30","Automatic transmission","2010 Volkswagen Jetta S AT","Volkswagen","2010 Volkswagen Jetta","2010","170","177"
"177","202","244","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","30","Automatic transmission","2010 Volkswagen Jetta SE PZEV AT","Volkswagen","2010 Volkswagen Jetta","2010","170","177"
"177","202","244","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","5","5 Speed Manual","22","Gasoline","30","Manual transmission","2010 Volkswagen Jetta Limited Edition","Volkswagen","2010 Volkswagen Jetta","2010","170","177"
"177","202","244","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","5","5 Speed Manual","22","Gasoline","30","Manual transmission","2010 Volkswagen Jetta S","Volkswagen","2010 Volkswagen Jetta","2010","170","177"
"177","202","244","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","30","Automatic transmission","2010 Volkswagen Jetta Limited Edition AT","Volkswagen","2010 Volkswagen Jetta","2010","170","177"
"177","202","244","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","30","Automatic transmission","2010 Volkswagen Jetta S PZEV AT","Volkswagen","2010 Volkswagen Jetta","2010","170","177"
"177","202","244","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","5","5 Speed Manual","22","Gasoline","30","Manual transmission","2010 Volkswagen Jetta S PZEV","Volkswagen","2010 Volkswagen Jetta","2010","170","177"
"177","202","244","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","30","Automatic transmission","2010 Volkswagen Jetta Limited Edition PZEV AT","Volkswagen","2010 Volkswagen Jetta","2010","170","177"
"177","202","244","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","5","5 Speed Manual","22","Gasoline","30","Manual transmission","2010 Volkswagen Jetta Sedan SE PZEV","Volkswagen","2010 Volkswagen Jetta","2010","170","177"
"177","202","244","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","5","5 Speed Manual","22","Gasoline","30","Manual transmission","2010 Volkswagen Jetta SE","Volkswagen","2010 Volkswagen Jetta","2010","170","177"
